Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],Max
Afghanistan,AFG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,9.65,,,9.65
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,4.7,,,4.7
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,14.79,,,14.79
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,5.86,,,5.86
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,7.55,,,7.55
Afghanistan,AFG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,5.18,,,5.18
Afghanistan,AFG,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Afghanistan,AFG,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Afghanistan,AFG,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8,,,,,8
Afghanistan,AFG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Afghanistan,AFG,"Compulsory education, duration (years)",SE.COM.DURS,9,9,9,9,9,9
Afghanistan,AFG,Control of Corruption: Percentile Rank,CC.PER.RNK,5.714285851,4.761904716,12.38095284,12.26415062,13.679245,13.679245
Afghanistan,AFG,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Afghanistan,AFG,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Afghanistan,AFG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,67.952078,64.471496,62.67188,69.906777,,69.906777
Afghanistan,AFG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Afghanistan,AFG,Time required to start a business (days),IC.REG.DURS,8.5,,,,,8.5
Algeria,DZA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,44.1,,,44.1
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,31.19,,,31.19
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,56.83,,,56.83
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,31.91,,,31.91
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,26.72,,,26.72
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,38.99,,,38.99
Algeria,DZA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Algeria,DZA,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Algeria,DZA,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,4,,,,,4
Algeria,DZA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Algeria,DZA,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10
Algeria,DZA,Control of Corruption: Percentile Rank,CC.PER.RNK,28.09523773,27.61904716,29.52380943,27.83018875,30.18867874,30.18867874
Algeria,DZA,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Algeria,DZA,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Algeria,DZA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,86.581483,83.900669,85.956712,87.509843,,87.509843
Algeria,DZA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Algeria,DZA,Time required to start a business (days),IC.REG.DURS,18,,,,,18
Denmark,DNK,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,100,,,100
Denmark,DNK,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,100,,,100
Denmark,DNK,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,100,,,100
Denmark,DNK,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,100,,,100
Denmark,DNK,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,100,,,100
Denmark,DNK,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,100,,,100
Denmark,DNK,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Denmark,DNK,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,3.4,,,,3.4
Denmark,DNK,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,7,,,,,7
Denmark,DNK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Denmark,DNK,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10
Denmark,DNK,Control of Corruption: Percentile Rank,CC.PER.RNK,99.52381134,100,100,100,100,100
Denmark,DNK,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Denmark,DNK,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Denmark,DNK,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,92.189131,92.233915,92.24182,92.531153,,92.531153
Denmark,DNK,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Denmark,DNK,Time required to start a business (days),IC.REG.DURS,3.5,,,,,3.5
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,64.18,,,64.18
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,57.95,,,57.95
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,70.59,,,70.59
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,59.15,,,59.15
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,54.54,,,54.54
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,60.21,,,60.21
Ecuador,ECU,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Ecuador,ECU,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Ecuador,ECU,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2,,,,,2
Ecuador,ECU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Ecuador,ECU,"Compulsory education, duration (years)",SE.COM.DURS,15,15,15,15,15,15
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,34.76190567,33.80952454,30,29.71698189,27.83018875,34.76190567
Ecuador,ECU,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,20.74144315,35.18079716,,,,35.18079716
Ecuador,ECU,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,4.175080306,3.225400799,,,,4.175080306
Ecuador,ECU,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,86.675417,81.069979,81.591718,85.934971,,86.675417
Ecuador,ECU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,48.5,,,,,48.5
Angola,AGO,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,0
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,0
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,0
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,0
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,0
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,0
Angola,AGO,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Angola,AGO,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Angola,AGO,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,4,,,,,4
Angola,AGO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Angola,AGO,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10
Angola,AGO,Control of Corruption: Percentile Rank,CC.PER.RNK,14.28571415,18.5714283,29.04761887,30.18867874,29.24528313,30.18867874
Angola,AGO,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Angola,AGO,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Angola,AGO,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,66.647722,66.934317,65.48267,68.636516,,68.636516
Angola,AGO,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Angola,AGO,Time required to start a business (days),IC.REG.DURS,36,,,,,36
Argentina,ARG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,71.63,,,71.63
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,73.75,,,73.75
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,69.56,,,69.56
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,65.23,,,65.23
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,75.37,,,75.37
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,57.1,,,57.1
Argentina,ARG,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Argentina,ARG,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Argentina,ARG,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,7,,,,,7
Argentina,ARG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Argentina,ARG,"Compulsory education, duration (years)",SE.COM.DURS,14,14,14,14,14,14
Argentina,ARG,Control of Corruption: Percentile Rank,CC.PER.RNK,52.8571434,47.61904907,37.61904907,36.320755,41.98113251,52.8571434
Argentina,ARG,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,26.31687776,41.39872856,30.16754578,,,41.39872856
Argentina,ARG,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,21.88078524,16.77711611,21.12219641,,,21.88078524
Argentina,ARG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,86.163347,85.155113,81.71912,85.337054,,86.163347
Argentina,ARG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,11.5,,,,,11.5
Australia,AUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,99.32,,,99.32
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,100,,,100
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,98.59,,,98.59
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,98.3,,,98.3
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,100,,,100
Australia,AUS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,86.48,,,86.48
Australia,AUS,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Australia,AUS,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Australia,AUS,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8,,,,,8
Australia,AUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,60.2260852,69.32157486,70.01091177,58.04669641,,70.01091177
Australia,AUS,"Compulsory education, duration (years)",SE.COM.DURS,11,11,11,11,11,11
Australia,AUS,Control of Corruption: Percentile Rank,CC.PER.RNK,94.76190186,93.80952454,94.76190186,95.28302002,95.75471497,95.75471497
Australia,AUS,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Australia,AUS,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Australia,AUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.269492,93.408547,93.331624,92.39157,,93.408547
Australia,AUS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2,,,,,2
Austria,AUT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,99.95,,,99.95
Austria,AUT,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,100,,,100
Austria,AUT,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,99.9,,,99.9
Austria,AUT,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,100,,,100
Austria,AUT,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,100,,,100
Austria,AUT,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,100,,,100
Austria,AUT,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Austria,AUT,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,1.3,,,1.3
Austria,AUT,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,5,,,,,5
Austria,AUT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,83.42253786,100.0567896,94.40788997,74.91886658,,100.0567896
Austria,AUT,"Compulsory education, duration (years)",SE.COM.DURS,13,13,13,13,13,13
Austria,AUT,Control of Corruption: Percentile Rank,CC.PER.RNK,90.47618866,90.95237732,85.7142868,84.90566254,83.49056244,90.95237732
Austria,AUT,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Austria,AUT,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Austria,AUT,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.073777,93.036648,92.960348,93.266368,,93.266368
Austria,AUT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Austria,AUT,Time required to start a business (days),IC.REG.DURS,21,,,,,21
Azerbaijan,AZE,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,46.26,,46.26
Azerbaijan,AZE,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,38.84,,38.84
Azerbaijan,AZE,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,54.59,,54.59
Azerbaijan,AZE,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,35.58,,35.58
Azerbaijan,AZE,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,36.38,,36.38
Azerbaijan,AZE,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,30.61,,30.61
Azerbaijan,AZE,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Azerbaijan,AZE,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,12.1,,,,,12.1
Azerbaijan,AZE,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,10,,,,,10
Azerbaijan,AZE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,22.18999946,16.8224267,,,22.18999946
Azerbaijan,AZE,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,9,10
Azerbaijan,AZE,Control of Corruption: Percentile Rank,CC.PER.RNK,22.8571434,15.23809528,21.4285717,16.98113251,12.26415062,22.8571434
Azerbaijan,AZE,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Azerbaijan,AZE,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Azerbaijan,AZE,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,85.660171,81.847133,81.798898,85.460872,,85.660171
Azerbaijan,AZE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Azerbaijan,AZE,Time required to start a business (days),IC.REG.DURS,3.5,,,,,3.5
"Bahamas, The",BHS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,0
"Bahamas, The",BHS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,0
"Bahamas, The",BHS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,0
"Bahamas, The",BHS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,0
"Bahamas, The",BHS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,0
"Bahamas, The",BHS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,0
"Bahamas, The",BHS,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
"Bahamas, The",BHS,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
"Bahamas, The",BHS,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,3,,,,,3
"Bahamas, The",BHS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,57.82838309,82.25603025,87.39033166,82.15955396,,87.39033166
"Bahamas, The",BHS,"Compulsory education, duration (years)",SE.COM.DURS,12,12,12,12,12,12
"Bahamas, The",BHS,Control of Corruption: Percentile Rank,CC.PER.RNK,82.38095093,83.33333588,83.80952454,84.43395996,88.20755005,88.20755005
"Bahamas, The",BHS,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
"Bahamas, The",BHS,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
"Bahamas, The",BHS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,76.705251,81.271855,76.725279,82.828463,,82.828463
"Bahamas, The",BHS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
"Bahamas, The",BHS,Time required to start a business (days),IC.REG.DURS,11.5,,,,,11.5
Bahrain,BHR,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,0
Bahrain,BHR,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,0
Bahrain,BHR,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,0
Bahrain,BHR,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,0
Bahrain,BHR,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,0
Bahrain,BHR,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,0
Bahrain,BHR,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Bahrain,BHR,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Bahrain,BHR,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8,,,,,8
Bahrain,BHR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,91.35981063,111.5980895,,,,111.5980895
Bahrain,BHR,"Compulsory education, duration (years)",SE.COM.DURS,9,9,9,9,9,9
Bahrain,BHR,Control of Corruption: Percentile Rank,CC.PER.RNK,53.80952454,51.90476227,58.57143021,59.43396378,59.43396378,59.43396378
Bahrain,BHR,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Bahrain,BHR,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Bahrain,BHR,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,90.565906,90.462923,87.515372,91.180304,,91.180304
Bahrain,BHR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Bahrain,BHR,Time required to start a business (days),IC.REG.DURS,8.3,,,,,8.3
Bangladesh,BGD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,52.81,,,52.81
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,43.46,,,43.46
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,62.86,,,62.86
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,48.65,,,48.65
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,47.8,,,47.8
Bangladesh,BGD,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,46.57,,,46.57
Bangladesh,BGD,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Bangladesh,BGD,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,23,,23
Bangladesh,BGD,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6,,,,,6
Bangladesh,BGD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Bangladesh,BGD,"Compulsory education, duration (years)",SE.COM.DURS,5,5,5,5,5,5
Bangladesh,BGD,Control of Corruption: Percentile Rank,CC.PER.RNK,16.19047546,17.1428566,18.09523773,15.56603813,14.62264156,18.09523773
Bangladesh,BGD,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Bangladesh,BGD,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Bangladesh,BGD,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,80.001991,78.662712,77.041168,81.950649,,81.950649
Bangladesh,BGD,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Bangladesh,BGD,Time required to start a business (days),IC.REG.DURS,19.5,,,,,19.5
Barbados,BRB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,0
Barbados,BRB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,0
Barbados,BRB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,0
Barbados,BRB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,0
Barbados,BRB,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,0
Barbados,BRB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,0
Barbados,BRB,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Barbados,BRB,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,0,0
Barbados,BRB,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2,,,,,2
Barbados,BRB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Barbados,BRB,"Compulsory education, duration (years)",SE.COM.DURS,11,11,11,11,11,11
Barbados,BRB,Control of Corruption: Percentile Rank,CC.PER.RNK,83.33333588,84.76190186,84.76190186,89.15093994,89.62264252,89.62264252
Barbados,BRB,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Barbados,BRB,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
